Heureux Cyclage;Atelier;Adresse;Code postal;Ville;Pays;Latitude;Longitude
Non;Ciclofficina Stecca;26 via Gaetano de Castillia;20100;MILANO;Italia;45.48521428490989;9.192675948143004
Non;Ciclofficina UnZa;via Bianchi d’Espinosa;20100;MILANO;Italia;45.513725;9.1923
Non;Ciclofficina Ponte Giallo;Parco Martiri Libertà Iracheni 1;20100;MILANO;Italia;45.503212;9.231209
Non;Ciclofficina Suicycle Tendencies;Villa Vegan Squat - Via Litta Modignani, 66;20100;MILANO;Italia;45.522141;9.155191
Non;Ciclofficina Cuccagna;via Cuccagna 2, ang. via Muratori;20100;MILANO;Italia;45.451054;9.211435
Non;Gherociclo - La ciclofficina di GheroArtè;Via Gramsci 4;20100;MILANO;Italia;45.434509;9.105198
Non;Ciclofficina Balenga;;20100;MILANO;Italia;45.437672;9.119993
Non;Coes - Ciclofficina Eco Sociale;;20100;MILANO;Italia;45.46384047085233;9.188196659088137
Non;Ciclofficina Gasolio;via Pablo Neruda, 5;20100;MILANO;Italia;45.529816;9.287009
Non;reCiclos Propolis;115, Barcelona Str;15011;A CORUÑA;España;43.36473;-8.4222
Non;VéloCity Bike Cooperative;2111 Mount Vernon Ave;22301;ALEXANDRIA;USA;38.82531;-77.05842
Non;BikeWorks South;10047 80 Avenue NW;T6E 1T4;EDMONTON;Canada;53.51574;-113.49028
Non;BikeWorks North;9305 111 Avenue NW;;EDMONTON;Canada;53.5601;-113.48446
Non;Bike Library;12th and L St.;95521;ARCATA;USA;40.87254;-124.08989
Non;La petite Rennes;20 rue Chicogne;35000;RENNES;France;48.10706582164043;-1.6841161251068115
Non;Sopo Bicycle Cooperative;222 Flat Shoals Avenue Southeast;30316;ATLANTA;USA;33.7478377;-84.35058195
Non;The Bike Church;703 Pacific Avenue;95060;SANTA CRUZ;USA;36.96855525655525;-122.02486753463744
Non;Bikekitchen Augsburg;Heilig-Kreuz-Str. 30;86152;AUGSBURG;Germany;48.37249;10.89088
Non;Bikekitchen Vienna;Goldschlagstrasse 8;1150;WIEN;Austria;48.199256;16.336277
Non;Ciclo Taller Casa do Vento;15 do Rueiro das Figueiriñas;15703;SANTIAGO DE COMPOSTELA;España;42.88256;-8.55626
Non;La Ciudad de las Bicis;c/ Predicadores 51;50003;ZARAGOZA;España;41.65759;-0.88644
Non;Fietskeuken Gent;Kokerpark;9000;GENT;Belgique;51.0578103869688;3.6990076303482056
Non;Mão na Roda;Rua Medeiros de Albuquerque, 55;05436-060;SAO PAULO;Brasil;-23.557260361178407;-46.68607950210571
Non;Mão na Roda;Rua Vergueiro, 1000 - Paraíso;04104-080;SAO PAULO;Brasil;-23.572705352102687;-46.639569997787476
Non;Fahrradküche Graz;Schießstattgasse 40;8010;GRAZ;Austria;47.06369454282816;15.4422926902771
Non;Recicletos;Calle embajadores, 53;;MADRID;España;40.405980351047646;-3.70267152786255
Non;Cicliátrico;Calle Santa Isabel, 21;;MADRID;España;40.410326487832066;-3.697435855865479
Non;Uppsala Cykelförening;Svartbäcksgatan 32;75232;UPPSALA;Sweden;59.862067771042184;17.632176876068115
Non;Salt Lake Bicycle Collective;2312 South West Temple;84115;South Salt Lake;USA;40.720079087252834;-111.894475221634
Non;Good Life Community Bike Shop;2100 4 St SW #2;T2S 3C3;CALGARY;Canada;51.0339945;-114.0708296
Non;Cicloficina dos Anjos;Regueirão dos Anjos 69;1150-028;LISBOA;Portugal;38.72667683134687;-9.135990142822266
Non;OHCYCLO;4 rue Garibaldi;93100;MONTREUIL;France;48.85551048052972;2.4282681941986084
Non;GDL en bici;Manuel Acuña, Colonia Santa Teresita;;GUADALAJARA;Mexico;20.68483248353;-103.364838659763
Non;PopUp15Lot;El Cajon Boulevard & Central Avenue;92105;SAN DIEGO;USA;32.75532515579712;-117.10823893547057
Non;bikes del pueblo;Fairmount Avenue & Wightman Street;92105;SAN DIEGO;USA;32.747646697000164;-117.10075020790102
Non;SLO Bike Kitchen;860 Pacific Street, Suite 105;93401;SAN LUIS OBISPO;USA;35.278915;-120.660384
Non;Ciclofficina Centrale Ciclonauti;36/37, via Baccina;;ROMA;Italia;41.89466259220665;12.489266395568848
Non;Taller de Bicicletas en La Gomera;Quinquela Martin 1799;;BUENOS AIRES;Argentina;-34.64396825602052;-58.37515711784362
Non;SMERIG;Van Ostadestraat 233-E;1073 TN;AMSTERDAM;Netherlands;52.353278;4.898838
Non;La Fabricicleta;En la Asamblea de Villa Urquiza, Triunvirato 4778 (y Monroe);C1099;BUENOS AIRES;Argentina;-34.57416891485484;-58.48671555519104
Non;Association Colmar à vélo Vélodocteurs;Place de la Gare;68000;COLMAR;France;48.0730783390959;7.3473429679870605
Non;The Bike Shed;Corner of Stewart St & Roberts St ;VIC 3057 ;BRUNSWICK EAST;Australia;-37.76646149321422;144.98463034629822
Non;PaPa doualA;Avenue Adolphe Demeur;;BRUXELLES;Belgique;50.82544371516425;4.346745014190674
Non;The Bike Kitchen;Hamilton House, 80 Stokes Croft;BS1 3QY;BRISTOL;UK;51.46280569840747;-2.5889647006988525
Non;Bike Kitchen;650H Florida Street;CA 94110;SAN FRANCISCO;USA;37.760961;-122.411075
Non;Bike Pedallers Arms co-op;37 Mabgate Green;LS9 7DS;LEEDS;UK;53.80072369501687;-1.532716155052185
Non;Atelier Répare Ton Vélo;la Grée;44130;NOTRE-DAME DES LANDES;France;47.34334476437993;-1.7174720764160156
Non;1. Choisir Le Vélo;111 allée des Écoles;6370;MOUANS-SARTOUX;France;43.6196;6.97311
Non;La Casa du Vélo;4 bis traverse du Barri;6560;VALBONNE;France;43.62228;7.04817
Non;Atelier vélo d’Aussillon;13 rue Blériot;81200;AUSSILLON;France;43.49828149671306;2.3631227016448975
Non;Cycloperativa; Rue Van Artevelde 124;1000;BRUXELLES;Belgique;50.846525;4.343471
Non;Cyclonomia;Katona Jozsest utca 39;1132;BUDAPEST;Hungary;47.514936;19.048474
Non;Cykelköket Göteborg;Omställningsverkstad, Vegagatan 1;41311;GÖTEBORG;Sweden;57.696224;11.947843
Non;Eco Mobil - Repair Caffe;22 B rue Sybosys;97233 ;SCHOELCHER;France;14.61515;-61.089504
Non;RepEyre;3 rue Théophile Gautier ZA Sylva 21;33830;BELIN-BELIET;France;44.52683615019252;-0.8176177740097047
Non; Cycle Re-cycle Club [ a.k.a. The Nunnery Bike Workshop ];Cnr of Philip and Cope street in car park;2017;SYDNEY;Australia;-33.895853447818865;151.20045661926267
Non;Les Déraillées;;38600;FONTAINE;France;45.18857028178351;5.692634582519531
Non;Vélo utile;29, rue du Légué (ancienne station Vaste Monde);22000;SAINT BRIEUC;France;48.519859164613614;-2.76381254196167
Non;Saint Louis Bike Works;2414 Menard Street;MO 63104;SAINT LOUIS;USA;38.602712;-90.209209
Non;Working Bikes;2434 S. Western Ave.;IL 60608;CHICAGO;USA;41.847305;-87.685676
Non;Phoenix Bikes;4200 S. Four Mile Run Drive;VA 22206;ARLINGTON;USA;38.850563;-77.10176
Non;Fort Collins Bike Co-op;1501 North College Avenue;80524;FORT COLLINS;USA;40.6076212;-105.077006672332
Non;Community Cycles;2805 Wilderness Place #1000;80309;BOULDER;USA;40.02632802434088;-105.24824023246765
Non;Ohio City Bicycle Co-op;1840 Columbus Road;44113;CLEVELAND;USA;41.489894;-81.701149
Non;Pedals2People;;;SPOKANE;USA;47.640965;-117.387285
Non;Bikes Not Bombs;18 Amory Street;2130;BOSTON;USA;42.30979326621852;-71.10711514949799
Non;Pedal-Power;1285 N. Main Street Suite 309;76063;MANSFIELD;USA;32.556162;-97.139878
Non;L’étincelle;87 quai des Queyries;33000;BORDEAUX;France;44.848696380964135;-0.5600130558013916
Non;Cycle et Recycle;3 rue Claude Bernard;24100;BERGERAC;France;44.8613167;0.4637573
Non;123Vélo;123, rue Royale;1000;BRUXELLES;Belgique;50.851762504967645;4.36556339263916
Non;La Rustine;Cour Royaume;1201;GENÈVE;Suisse;46.212859251789865;6.146174669265747
Non;BQAM;Pavillon Sherbrooke (SH) 200, rue Sherbrooke Ouest, Campus des Sciences de l’UQAM, Local SH-R315;H3C 3P8;MONTRÉAL;Canada;45.509828133426815;-73.56965661048889
Non;Vélo-Cité 15;16, rue Arsène Vermenouze;15000;AURILLAC;France;44.93016450993611;2.4440234899520874
Non;Le Black Office;Rue de l'Église;2000;NEUCHÂTEL;Suisse;47.03811293775636;6.921354532241821
Non;SantroVélo;111 rue Roy Est;H2W 1M1;MONTRÉAL;Canada;45.516522;-73.575163
Non;La Cave;Solin residence, 3510 Lionel-Groulx;H4C 1M7;MONTRÉAL;Canada;45.481026;-73.581921
Non;The Flat Bike Collective;3480 McTavish Édifice AEUM B-02;H3A 1X9;MONTRÉAL;Canada;45.503553;-73.578174
Non;La Voie Libre;2153 Rue Mackay;QC H3G;MONTRÉAL;Canada;45.49763;-73.57936
Non;CRABE (Centre de Réparation et Ajustement de Bicyclettes de l’ÉTS);1100, rue Notre-Dame ouest A-S110 Pavillon A;H3C 1K3;MONTRÉAL;Canada;45.494123;-73.561844
Non;Les vélos sauvages;;95100;ARGENTEUIL;France;48.94703322635082;2.256596088409424
Non;Labecane56;12, Impasse Lann Roz;56400;AURAY;France;47.65940435461709;-2.989107370376587
Non;Rayon vert;28, rue Gabriel Péri;92140;CLAMART;France;48.8033;2.2671
Non;Santacleta;24, Calle Fray Diego de Cadiz;41003;SEVILLA;España;37.4006661;-5.9869621
Non;PYÖRÄPAJA;Pasilan Puistotie 12;240;HELSINKI;Finlande;60.20089826158768;24.922120571136475
Non;Cycles et recycle;33 rue de Chartres;78610;LE PERRAY-EN-YVELINES;France;48.68744324636713;1.8501394987106325
Non;Atelier Recyclette;Rue Sainte-Léonie;75014;PARIS;France;48.83345637917427;2.3196762800216675
Non;Répar'Vélos;Garage 803, résidences Jean Moulin, rue Jean Moulin;34800;CLERMONT-L'HÉRAULT;France;43.63220036534597;3.436295986175537
Non;La maison non marchande de Puivert ;31 rue du barry du lion;11230;PUIVERT;France;42.91965568165484;2.0477378368377686
Non;A Prends ton vélo;11 rue Jean Perrin;92230;GENNEVILLIERS;France;48.9347699;2.2907388
Non;Collectif Vélo Diois;2, rue des quatre cantons;26150;DIE;France;44.7543423;5.3687544
Non;Trégor Bicyclette;60, route de Pors An Nay;22300;LANNION;France;48.767136793162116;-3.4737396240234375
Non;l’asso du vélo;place Notre Dame;12200;VILLEFRANCHE-DE-ROUERGUE;France;44.35225947056904;2.037411332130432
Non;La Mente Comune;1 Via Alvise Cornaro;35100;PADOUE;Italia;45.40425046712187;11.893515586853027
Non;Cyklodílna na Dráze;Nadrani 9;60200;BRNO;Czech Republic;49.18921377899737;16.60853862762451
Non;Niemandsland;Heerstrasse 19;40227;DÜSSELDORF;Germany;51.21174966665351;6.80854082107544
Non;Atelier  à vélo;41 grande rue;25550;BAVANS;France;47.4804811;6.7366213
Non;Le Guidon Solidaire;rue des Forges;57480;APACH;France;49.458778;6.37359
Non;Marne et Gondoire à Vélo;Parking Macheret;77400;LAGNY;France;48.87705741714616;2.701842784881592
Non;Bike KItchen Timisoara;Strada Ștefan cel Mare 1;300xxx;TIMIŞOARA;Roumanie;45.757412;21.2470793
Non;reCYCLO;96 Avenue d'Echallens;;LAUSANNE;Suisse;46.529963322571234;6.613721251487732
Non;La rustine de Beaulieu;bâtiment 10A, allée Henri Poincaré;35700;RENNES;France;48.11494570675594;-1.6392266750335693
Non;Doe-het-zelf Werkplaats Rotterdam;Burgemeester Roosstraat 45;3035 AC;ROTTERDAM;Netherlands;51.93149;4.47851
Non;Bike Kitchen Belgrade;Kraljevića Marka 8;;BELGRADE;Serbia;44.8135563;20.4537823
Non;Bike Station;11 Joaquin Jose Landazuri kalea;1012;VITORIA-GASTEIZ;España;42.847676584458576;-2.6776492595672607
Non;Free Cycles;732 South 1st Street West;59801;MISSOULA;USA;46.86903037691496;-114.00772869586945
Non;PROVELO LAUSANNE;Place de l'Europe;1003;LAUSANNE;Suisse;46.52034809079675;6.631211936473846
Non;Broken Spoke Bike Co-op;42 Pembroke Street;OX1 1BP;OXFORD;UK;51.7508394806285;-1.2578487396240234
Non;Espace Créateur de Solidarités;Immeuble Ecran, 5 allée du Merle Rouge ;69190;SAINT-FONS;France;45.7112287;4.862717999999973
Non;L’Atelier solidaire;45 Rue Albert Thomas;38100;GRENOBLE;France;45.1690402;5.7027683
Non;L'atelier-vélo du 38;38 Rue d'Alembert;38100;GRENOBLE;France;45.1879628;5.710985
Non;Bourg Nature Environnement;17 Rue André Boulle;1440;VIRIAT;France;46.21552816976048;5.217078924179077
Non;Vélocité Pays de Montbéliard;49 Rue de Belfort;25200;MONTBÉLIARD;France;47.5081881;6.7986236
Non;Place au vélo Angers;6 Boulevard Olivier Couffon;49000;ANGERS;France;47.4662538;-0.5655502
Non;Bike Kitchen Patras;Pantocratoros;26221;PATRAS;Greece;38.24270944105453;21.740741729736328
Non;CycleJam;33 Lawson Crescent;2601;Canberra;Australia;-35.28908972712604;149.11807537078857
Non;Darwin Community Arts;Malak Crescent;812;DARWIN;Australia;-12.394874401697699;130.90385913848877
Non;Turnstyle;10 Laura Street;4102;BRISBANE;Australia;-27.48741586599689;153.02219688892365
Non;Adelaide Community Bike Workshop;The Joinery, 111 Franklin Street;5000;ADELAIDE;Australia;-34.92770730756032;138.59484672546387
Non;Hobart Bike Kitchen;Kingborough Dallas Avenue;7007;HOBART;Australia;-42.93228423620735;147.35435664653778
Non;Saintes à Vélo;8 Rue Port Larousselle;17100;SAINTES;France;45.751541684377905;-0.6336343288421631
Non;La Roue Fédère;1 ter avenue Philibert Delpra;46100;FIGEAC;France;44.6104660920631;2.027106285095215
Non;Wivenhoe Bike Kitchen;St John's Road;CO7 9DR;WIVENHOE;UK;51.854263500954374;0.9610676765441893
Non;BACK2Bikes;525 Williamstown Road;VIC 3207;PORT MELBOURNE;Australia;-37.831938577829035;144.94056701660156
Non;Cycle Saloon;Van Ness Ave ;VIC 3032;MARIBYRNONG;Australia;-37.7755978;144.8959864
Non;Wrenchworthy Bicycle Shed;659 Plenty Road;VIC 3073;RESERVOIR;Australia;-37.7310139271401;145.01431703567505
Non;Second Chance Cycles;Harmsworth Street;VIC 3066;COLLINGWOOD;Australia;-37.8005248;144.9908738
Non;Adelaide Bike Kitchen;22 Gibson Street;SA 5007;BOWDEN;Australia;-34.905651126369456;138.57717096805573
Non;Das Radamt;9 Marktplatz;4100;OTTENSHEIM;Austria;48.33128687333703;14.176788926124573
Non;RadlSelbsthilfeWerkstatt;Spratzerner Kirchenweg 81-83;3100;SANKT PÖLTEN;Austria;48.1842953;15.6239725485528
Non;Bikekitchen Wels;Verein Kirchliches Jugendzentrum Wels, Dragonerstraße 22;4600;WELS;Austria;48.1584353;14.0153332
Non;Velolun;7 rue du chinois;54300;LUNEVILLE;France;48.58642680305914;6.488842964172363
Non;Fahrrad.Selbsthilfe.Werkstatt im WUK;Währinger Straße 59;1090;WIEN;Austria;48.22276775931596;16.350735425949097
Non;Flickerei;Marxergasse 24;1030;WIEN;Austria;48.2065819101236;16.390807628631592
Non;BikeKitchen Garage 38;44Б проспект Независимости;220000;MINSK;Belarus;53.91123034887752;27.580264806747437
Non;La Ruche;45 Rue Van Hoorde;1030;SCHAERBEEK;Belgique;50.86045365;4.37769001551361
Non;Allée du Kaai;53 Avenue du Port;1000;BRUXELLES;Belgique;50.86429435;4.35043827243648
Non;Broebel’Air;105 Rue de la Grande Haie;1040;ETTERBEEK;Belgique;50.8345817;4.399014
Non;Le Racagnac;71 Rue de Liedekerke;1210;SAINT-JOSSE-TEN-NOODE;Belgique;50.8513819;4.3751709
Non;Question d’équilibre;rue Nicolas Berger;6700;ARLON;Belgique;49.6876718;5.8133088
Non;Atelier Biciklo;7 Rue As Pois;7500;TOURNAI;Belgique;50.60613346832554;3.381053209304809
Non;Roulez jeunesse;38 Rue des Bosquets;5000;NAMUR;Belgique;50.46090412963496;4.835078716278076
Non;Oficina Comunitária;Rua Marcílio Dias, 1091;90130-001;PORTO ALEGRE;Brasil;-30.05017914028935;-51.2187659740448
Non;Taller Social Club Continental;Calle del Empecinado, 23;28801;ALCALA DE HENARES;España;40.47910753855804;-3.367411494255066
Non;Quirófano 2;Calle Cuartel de Artillería, 1;30002;MURCIA;España;37.977779466328066;-1.1338019371032715
Non;Bike Library and Workshop;1-13 South Academic Building, 89 Avenue NW;T6G1K8;EDMONTON;Canada;53.52544815784329;-113.52471113204956
Non;Hub City Cycles Community Co-op;12 Lois Lane;V9R 5B8;NANAIMO;Canada;49.163872338269485;-123.93592000007628
Non;The Bike Kitchen;1896 E Mall;V6T;VANCOUVER;Canada;49.26777514707268;-123.25033664703369
Non;Kickstand;1739 Venables St;V5L;VANCOUVER;Canada;49.27685508871737;-123.0698776245117
Non;Our Community Bikes;2429 Main Street;V5T;VANCOUVER;Canada;49.26313792914526;-123.10120582580566
Non;Recyclistas;25 Crease Avenue;V8Z 1S4;VICTORIA;Canada;48.4559421;-123.3782115
Non;UWSA Bike Lab;Bulman Student Centre, 515 Portage Avenue;R3B 2E9;WINNIPEG;Canada;49.89080149040437;-97.15390741825104
Non;The Bike Dump;631 Main street;R3A 0L4;WINNIPEG;Canada;49.902139317824314;-97.13528215885162
Non;Orioles Bike Cage;448 Burnell Street;B2Y3R8;WINNIPEG;Canada;49.89112980996585;-97.17123448848724
Non;South Osborne Bike Hub;725 Kylemore Avenue;R3L 1B8;WINNIPEG;Canada;49.85945466294498;-97.14435338973999
Non;The W.R.E.N.C.H.;1057 Logan Avenue;B2Y3R8;WINNIPEG;Canada;49.91349866203631;-97.1687239408493
Non;Sanctoral Cycle Bike Co-op;500 Shaftesbury Boulevard;R3P 2N2;WINNIPEG;Canada;49.860173973858366;-97.23074197769165
Non;Coop Vélo-Cité;190 Avenue de la Cathedrale;R2H 0J1;WINNIPEG;Canada;49.889671017208784;-97.1207821369171
Non;La Bikery;120 Assomption Boulevard;E1C 1E2;MONCTON;Canada;46.08671495949632;-64.77462887763977
Non;Ordinary Spokes;59 Harvey Road;A1C2E9;ST. JOHN'S;Canada;47.564819;-52.7125469
Non;"Bike Again&nbsp;!";6070 Almon Street;B3K 1R7;HALIFAX;Canada;44.65630592834513;-63.59961748123169
Non;Recycle Cycles;37 Market Lane;N2H6R2;KITCHENER;Canada;43.448470724046;-80.48465967178345
Non;The Bike Center;620 Gordon Street;N1G0A9;GUELPH;Canada;43.52764216261958;-80.22584795951843
Non;MACycle;1280 Main Street West;L8S 1C6;HAMILTON;Canada;43.25822846626908;-79.91957187652586
Non;New Hope Community Bikes;1422 Main Street East;L8T1J4;HAMILTON;Canada;43.240266839949676;-79.80974078178406
Non;Recycle Cycles;19 Pearl Street North;L8R 1P1;HAMILTON;Canada;43.26113150929288;-79.8817205429077
Non;Bikechain;563 Spadina Avenue;M5S 3J6;TORONTO;Canada;43.66052871425913;-79.39996361732483
Non;BikeSauce;341 Broadview Avenue;M4M 1Y2;TORONTO;Canada;43.664843288508365;-79.35218811035156
Non;Bike Works;550 Bayview Ave #300;M4K2R6;TORONTO;Canada;43.68472404307719;-79.3656849861145
Non;Community Bicycle Network;761 Queen Street West;M6J 2K6;TORONTO;Canada;43.64630759503225;-79.40760254859924
Non;Yellow Bike Action;303 York Street;K7L 1C9;KINGSTON;Canada;44.23918002510779;-76.49975538253784
Non;re-Cycles;473 Bronson Avenue;K1R 6J7;OTTAWA;Canada;45.4075466882805;-75.70335388183594
Non;Recyclore;275 Britannia Road;K2B 8G5;OTTAWA;Canada;45.3655596;-75.7960299182112
Non;Cycle Transitions;739 D’Arcy Street;;COBOURG;Canada;43.974664493929104;-78.16120147705078
Non;Biciklo;5155 Chemin de la Rampe;H3T 1J4;MONTRÉAL;Canada;45.50325571709375;-73.61325860023499
Non;Coop Roue-Libre;2320 Rue de l'Université;G1V1T1;QUÉBEC;Canada;46.779663528637506;-71.27072989940643
Non;VéloCentrix;507 Rue des Sables;G1K6L5;QUÉBEC;Canada;46.82137523960246;-71.22147917747498
Non;Bridge City Bicycle Co-op;905 20th Street West;S7L 2K2;SASKATOON;Canada;52.12603184106534;-106.68332934379578
Non;Kotkan Pyöräpaja;Satamakatu 1;48100;KOTKA;Finlande;60.469945449915784;26.944629549980167
Non;VeloKitchen Dortmund;Bornstraße 138;44145;DORTMUND;Germany;51.527379767148055;7.471432685852052
Non;ADFC Stuttgart;86 Rotebühlstraße;70178;STUTTGART;Germany;48.77135165;9.16029707347682
Non;Bike Kitchen North East;78 Bernkasteler Straße;13088;BERLIN;Germany;52.5572291;13.4699788254102
Non;Unirad;Einsteinufer 25;10587;BERLIN;Germany;52.51570475200129;13.326292634010313
Non;Radcontainer;35-38 Prinzenstraße;10969;BERLIN;Germany;52.50309452583913;13.411023616790771
Non;HubSchrauber;Geschwister-Scholl-Straße 7;10117;BERLIN;Germany;52.521962322440935;13.391196727752684
Non;Regenbogenfrabrik;22 Lausitzer Straße;10999;BERLIN;Germany;52.49558406936053;13.426827192306519
Non;ADFC Berlin;28 Brunnenstraße;10119;BERLIN;Germany;52.53430510869496;13.39858889579773
Non;FAHRbar;98-100 Kaiserin-Augusta-Allee;10553;BERLIN;Germany;52.525435101597886;13.319109678268433
Non;Nachbarschaftszentrum AMTSHAUS BUCHHOLZ;Berliner Straße 24;10715;BERLIN;Germany;52.48668010984765;13.326072692871094
Non;Ciclofficina Contromano;27 Via Monte Grappa;20095;CUSANO MILANINO;Italia;45.55731002776501;9.178980588912962
Non;Ciclofficine Macchia Rossa;82 Via Pieve Fosciana;146;ROMA;Italia;41.84646288979422;12.461779117584229
Non;Ciclofficina Luigi Masetti;5 Via delle Resede;171;ROMA;Italia;41.88671896007482;12.563177347183228
Non;Ciclofisica - Ciclofficina Roberto Perciballi;Piazzale Aldo Moro;185;ROMA;Italia;41.90313066504007;12.513084411621094
Non;Ciclofficina Cecchi Point;17-20 Via Cecchi;10152;TORINO;Italia;45.085686720690624;7.682125568389892
Non;Die Radgeber;5 Schnewlinstraße;79098;FREIBURG;Germany;47.99455209631493;7.840225696563722
Non;CicloTaller BiziGura;Ribera de Deustu 70;48001;BILBAO;España;43.268642993503995;-2.962038516998291
Non;Tumeke Cycle Space;27 Edingburg Street;1021;AUCKLAND;Nouvelle-Zélande;-36.8601098;174.7551183
Non;RAD Bikes;70 Kilmore Street;8013;CHRISTCHURCH;Nouvelle-Zélande;-43.5270155;172.634164190362
Non;The Crooked Spoke;111 Moray Place;9016;DUNEDIN;Nouvelle-Zélande;-45.87393688519101;170.50169706344604
Non;The Mechanical Tempest;128 Abel Smith Street;6012;WELLINGTON;Nouvelle-Zélande;-41.294914169498874;174.77055072784424
Non;Cicloficina de Almada;Mercado Municipal de Almada;2805-338;ALMADA;Portugal;38.672174988864;-9.15712594985962
Non;Cicloficina no Mercado;Praça do Mercado;3800-223;AVEIRO;Portugal;40.64182041785849;-8.649126291275024
Non;Cicloficina na UA;;3810-187;AVEIRO;Portugal;40.63070255093919;-8.65895390510559
Non;Cicloficina do primeiro Domingo do mês;Avenida Bento Gonçalves 1;2830;BARREIRO;Portugal;38.663093593819866;-9.0836763381958
Non;Coimbr’a’Pedal;;3030-476;COIMBRA;Portugal;40.20204774438762;-8.425698280334473
Non;Oficina Comunitária;Rua João Chagas;2795;LINDA-A-VELHA;Portugal;38.707589878252435;-9.240628480911255
Non;Fontenay vélo;9 /11 rue pierre Dulac (sous le gymnase ) ;94120;FONTENAY-SOUS-BOIS;France;48.8492803958;2.4713820219
Non;Brico 2 roues;3 Rue du Docteur Albert Calmette;44600;SAINT-NAZAIRE;France;47.2756294;-2.2386229
Non;60B;60 Rue de la Bottière;44000;NANTES;France;47.23919141472725;-1.5200480818748474
Non;Atelier Vélo Solidaire des Viennes;52 Rue Paul Doumer;10300;SAINTE-SAVINE;France;48.29003850025547;4.052903652191162
Non;Recicleta Gaia;Rua da Regueira 40;1100-274;LISBOA;Portugal;38.71192;-9.1284226
Non;Cicloficina do Oriente;;1990-134;LISBOA;Portugal;38.78167909013346;-9.092012643814087
Non;Cicloficina do Rés;Rua Álvares Cabral 263;4050-102;PORTO;Portugal;41.15480365905029;-8.616344332695007
Non;Cicloficina do Seixal;Mercado Municipal;2830;SEIXAL;Portugal;38.63331486000717;-9.099833965301514
Non;Cicloficina do FCUL;rés-do-chão do C3 voltado para o C7, FCUL;1700-097;LISBOA;Portugal;38.75635900208297;-9.155430793762207
Non;Bicilab;Calle de Anastasio Herrero 10;28020;MADRID;España;40.456710946279564;-3.7005579471588135
Non;Taller Seco;Calle Luis Peidró, 1;28007;MADRID;España;40.39714065;-3.67395842215466
Non;Esta es una plaza;Calle del Doctor Fourquet, 24;28012;MADRID;España;40.40814079187906;-3.696325421333313
Non;La CABA;Calle de Tembleque, 136;28024;MADRID;España;40.392432001403165;-3.766636848449707
Non;ESOA La Dragona;Avenida de Daroca, 90;28017;MADRID;España;40.425967806123786;-3.6450040340423584
Non;CoLaboratorio Bikenstein;Calle de Luis Cabrera, 19;28002;MADRID;España;40.44174511559999;-3.675602674484253
Non;Bicis Rotas;Centro Municipal La Pollina, Camino Viejo de Getafe;2945;FUENLABRADA;España;40.28217674562913;-3.777279853820801
Non;Taller Sense Frens;CSO L'Astilla, Avinguda de Vilafranca, 22;8905;L'HOSPITALET DE LLOBREGAT;España;41.3660181361083;2.1115636825561523
Non;Freno-Pático;carrer Robí 5;8012;BARCELONA;España;41.40463995;2.15513165449575
Non;Cykelköket;Stapelbäddsgatan 3;211 19;MALMÖ;Sweden;55.61178982969039;12.98559308052063
Non;Colchester Bike Kitchen;15 Queen Street;CO1 1UG;COLCHESTER;UK;51.889245437593864;0.9044408798217775
Non;Ride On - Cycling for All;61 Haven Road;EX2 8DP;EXETER;UK;50.716528;-3.5306909
Non;Tower Hamlets Wheelers;Limehouse Town Hall, 646 Commercial Road;E14 7HA;LONDON;UK;51.51214756152868;-0.0314408540725708
Non;PlattFields Bike Hub;The Boathouse, Platt Fields Park;M14;MANCHESTER;UK;53.446836280264364;-2.2237873077392574
Non;London Bike Kitchen;28 Whitmore Road;N1 5QA;LONDON;UK;51.5361592;-0.0817518
Non;Reading Bicycle Kitchen;1-9 Kings Road;RG1 4RY;READING;UK;51.4550896293805;-0.9689801931381224
Non;ReCycle Bikes;62-68 Thirlwell Road;S8 9TF;SHEFFIELD;UK;53.3582587;-1.4716487
Non;Southampton Bike Kitchen;So Make It, Unit F, Liners Industrial Estate;SO15 3FQ;SOUTHAMPTON;UK;50.91295678430542;-1.426924467086792
Non;Den Røde Hammer;Bolsjefabrikken, Ragnhildgade 1 bygning 3;2100;COPENHAGEN;Danemark;55.70816389224913;12.552974224090574
Non;Bike Kitchen Lund;Stenkrossen, Kastanjegatan 13;224 56;LUND;Sweden;55.69692454519017;13.199043273925781
Non;Bike Kitchen Nürnberg;14 Dagmarstraße;90482;NÜRNBERG;Germany;49.4511372;11.1115631
Non;Bike Kitchen München;Grafinger Straße 6, Kultfrabrik;81671;MÜNCHEN;Germany;48.122781054156796;11.609501838684082
Non;FahrradSelbsthilfeWerkstatt – Rad i.O.;9 Wundtstraße;1217;DRESDEN;Germany;51.02864385;13.7475171
Non;Radskeller Dresden;89 Dürerstraße;1307;DRESDEN;Germany;51.05131530595742;13.771072626113892
Non;Radschlag Dresden;11 Katharinenstraße;1099;DRESDEN;Germany;51.06657571679901;13.749507665634153
Non;Dr. Radinger;41 Bernsdorfer Straße;9126;CHEMNITZ;Germany;50.820820726801074;12.933987379074097
Non;Lasten Velo Freiburg;7 Runzmattenweg;79110;FREIBURG;Germany;48.00376325312148;7.828413248062134
Non;m18 – Haus der Studierenden Weimar;18 Marienstraße;99423;WEIMAR;Germany;50.97497359271543;11.329495310783386
